Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2/17/2025,23:56:08,CNR7038024164,Success,CUST297945,Bike,Bommasandra,Hulimavu,6.16,11.62,0,,0,,0,,281,13.15,3.8,4.3
2/11/2025,11:15:04,CNR2030822944,Success,CUST891992,eBike,Hennur,Rajajinagar,9.27,6.85,0,,0,,0,,617,15.43,3.7,4.7
2/17/2025,6:36:10,CNR4994616990,Cancelled by Driver,CUST242295,Prime SUV,Lavelle Road,Kadubeesanahalli,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/16/2025,9:05:26,CNR7330330099,Success,CUST203099,Bike,Jakkur,Majestic,6.92,13.25,0,,0,,0,,784,18.1,3.6,4.6
2/3/2025,17:03:10,CNR8564841498,Success,CUST831101,Bike,Banaswadi,Bannerghatta Road,8.78,3.04,0,,0,,0,,398,11.11,4.2,4.2
2/13/2025,20:00:06,CNR5370400760,Success,CUST431862,Bike,Electronic City,Hennur,6.48,11.25,0,,0,,0,,226,14.31,4.4,4.3
2/11/2025,21:00:17,CNR8642012368,Cancelled by Driver,CUST159384,Bike,Basavanagudi,Majestic,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/7/2025,19:30:24,CNR9703786385,Success,CUST200753,Prime Sedan,Bommanahalli,Bommanahalli,8.37,5.14,0,,0,,0,,346,6.53,4,4.2
2/25/2025,12:49:57,CNR6393908877,Cancelled by Driver,CUST779571,Prime Plus,Jakkur,Vijayanagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/2/2025,23:33:53,CNR5918254079,Success,CUST113184,eBike,Banashankari,Rajajinagar,7.23,5,0,,0,,0,,2373,14,4.3,3.6
2/19/2025,14:09:06,CNR9975366883,Cancelled by Driver,CUST639899,Prime Plus,Banaswadi,Jayanagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/26/2025,10:41:36,CNR6214154307,Success,CUST482464,Auto,HBR Layout,Basavanagudi,7.36,4.74,0,,0,,0,,493,2.86,4.5,4.6
2/4/2025,4:42:20,CNR6626907927,Cancelled by Driver,CUST408835,Auto,Nagawara,Vasanth Nagar,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/8/2025,18:24:32,CNR2110170520,Success,CUST389167,Prime SUV,Hulimavu,Bannerghatta Road,2.45,7.42,0,,0,,0,,150,13.48,4.8,4.2
2/6/2025,9:28:22,CNR8262828381,Success,CUST974323,Prime Sedan,Whitefield,Banaswadi,2.18,3.62,0,,0,,0,,784,14.67,5,3.9
2/14/2025,10:53:25,CNR4678645141,Success,CUST156216,Bike,Basavanagudi,Cunningham Road,5.24,3.08,0,,0,,0,,395,10.03,5,4.2
2/16/2025,12:01:21,CNR8798042500,Success,CUST364063,Prime Plus,Hebbal,Bellandur,2.03,6.13,0,,0,,0,,177,29.59,3.9,4.3
2/11/2025,20:13:22,CNR7854184471,Success,CUST430634,Prime SUV,Sarjapur,Kadubeesanahalli,4.93,13.98,0,,0,,0,,224,21.18,4.6,4.4
2/3/2025,14:40:18,CNR4229790246,Success,CUST802646,eBike,KR Puram,MG Road,6.56,8.75,0,,0,,0,,112,7.48,4.1,3.6
2/25/2025,4:16:12,CNR8796680841,Success,CUST207860,Auto,Whitefield,Frazer Town,8.16,14.84,0,,0,,0,,260,27.55,4.9,3.9
2/10/2025,9:03:06,CNR4715173037,Success,CUST975163,Mini,Kengeri,Kadubeesanahalli,6.8,9.37,0,,0,,0,,837,13,4.9,3.7
2/11/2025,12:59:10,CNR5010326378,Cancelled by Driver,CUST491760,Prime SUV,Jayanagar,BTM Layout,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/28/2025,20:43:15,CNR8163490244,Success,CUST679959,Auto,Marathahalli,Sadashivanagar,3.37,7.17,0,,0,,0,,489,15.94,4.5,4.4
2/6/2025,3:49:42,CNR9372026185,Success,CUST610118,eBike,Cunningham Road,KR Puram,2.73,8.04,0,,0,,0,,207,24.74,4.1,4.8
2/26/2025,18:45:06,CNR9208047373,Incomplete,CUST274440,Prime Sedan,Kanakapura Road,HBR Layout,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/11/2025,2:04:51,CNR8079895192,Cancelled by Customer,CUST146502,Bike,Hennur,Marathahalli,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/10/2025,15:21:15,CNR5323160719,Cancelled by Driver,CUST929382,Auto,Jakkur,Shivajinagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/9/2025,5:08:09,CNR1277723667,Success,CUST212987,eBike,JP Nagar,Cunningham Road,3.17,7.08,0,,0,,0,,527,16.34,4,4.8
2/4/2025,2:38:27,CNR7907988481,Cancelled by Driver,CUST823665,Prime SUV,Banashankari,HBR Layout,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/10/2025,8:08:24,CNR1678538649,Success,CUST166901,Mini,Kadubeesanahalli,HSR Layout,7.42,8.85,0,,0,,0,,879,7.55,3.7,4.2
2/27/2025,7:27:02,CNR9855202310,Cancelled by Driver,CUST877152,eBike,HBR Layout,Cunningham Road,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/26/2025,13:56:50,CNR9509024257,Incomplete,CUST799144,Auto,Vijayanagar,Sadashivanagar,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/18/2025,5:33:59,CNR7397506389,Success,CUST455024,Bike,Basavanagudi,Yelahanka,3.98,5.33,0,,0,,0,,755,8.95,4.3,4.2
2/16/2025,19:37:48,CNR4019925874,Success,CUST596897,Bike,Lavelle Road,Jakkur,9.43,6.95,0,,0,,0,,611,12.1,4.5,3.6
2/5/2025,2:39:26,CNR4213345932,Success,CUST825653,Prime Plus,HBR Layout,Sarjapur,6.51,6.19,0,,0,,0,,716,15.53,3.8,4.6
2/23/2025,21:34:28,CNR1795524744,Success,CUST982470,Prime Plus,KR Puram,Richmond Town,7.56,8.61,0,,0,,0,,739,21.78,4.4,3.8
2/23/2025,15:34:37,CNR7576934070,Success,CUST211579,eBike,Frazer Town,Richmond Town,5.5,13.62,0,,0,,0,,102,16.44,4.2,4.8
2/11/2025,15:06:47,CNR7292019075,Success,CUST769383,Mini,Majestic,JP Nagar,2.54,11.65,0,,0,,0,,564,29.89,3.9,4
2/2/2025,19:22:18,CNR1257433726,Cancelled by Customer,CUST802975,Mini,Hoodi,Vasanth Nagar,0,0,1,AC is not working,0,,0,,0,0,0,0
2/23/2025,3:47:38,CNR1383014616,Cancelled by Driver,CUST373523,Prime Plus,Kengeri,Frazer Town,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/23/2025,7:39:02,CNR3477129159,Success,CUST628852,Mini,Sahakar Nagar,Cunningham Road,3.86,8.67,0,,0,,0,,182,16,3.6,3.5
2/14/2025,10:50:34,CNR5363448947,Success,CUST726579,Prime Plus,Hoodi,Domlur,7.75,13.66,0,,0,,0,,239,8.3,4.6,4.8
2/8/2025,13:55:23,CNR4332941843,Cancelled by Customer,CUST437911,Prime Sedan,Kaggadasapura,Kengeri,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/6/2025,18:06:39,CNR6509330488,Success,CUST432691,eBike,Banaswadi,Cunningham Road,3.87,4.83,0,,0,,0,,459,22.79,4.8,4.4
2/25/2025,5:01:48,CNR1273747608,Success,CUST836211,Auto,Banaswadi,Domlur,4.97,14.13,0,,0,,0,,130,9.44,4.3,3.7
2/24/2025,1:22:01,CNR8974891997,Success,CUST396077,Prime Sedan,Sadashivanagar,Kanakapura Road,9.18,7.62,0,,0,,0,,231,2.09,3.9,4.2
2/6/2025,9:25:54,CNR8954871885,Cancelled by Driver,CUST229581,Bike,Hosakerehalli,Sahakar Nagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/22/2025,19:25:30,CNR4113249236,Success,CUST825835,Mini,Hennur,Basaveshwaranagar,2.79,5.69,0,,0,,0,,598,20.97,3.6,3.5
2/20/2025,16:13:41,CNR4532646303,Success,CUST128089,Prime Sedan,HBR Layout,Lavelle Road,8.43,3.32,0,,0,,0,,367,12.29,3.7,4
2/9/2025,3:16:10,CNR6225137529,Success,CUST772345,eBike,Hosakerehalli,Vasanth Nagar,3.86,7.25,0,,0,,0,,208,17.34,4.9,4.5
2/19/2025,10:38:56,CNR9278195613,Success,CUST841676,eBike,Kanakapura Road,Hulimavu,7.02,13.84,0,,0,,0,,485,11.27,4.1,3.9
2/9/2025,1:15:35,CNR2397860991,Success,CUST542609,Mini,Hebbal,HBR Layout,4.47,11.22,0,,0,,0,,883,17.38,4.6,4
2/28/2025,13:57:23,CNR7608776722,Success,CUST132288,Prime Plus,RT Nagar,Malleshwaram,9.37,3.9,0,,0,,0,,394,29.31,4.3,4.8
2/12/2025,1:46:59,CNR7080620434,Cancelled by Driver,CUST822764,Bike,Electronic City,BTM Layout,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/19/2025,3:12:44,CNR6914730811,Cancelled by Driver,CUST196950,Prime Plus,Majestic,BTM Layout,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/25/2025,23:54:20,CNR9922312197,Success,CUST123865,Prime SUV,Kammanahalli,Ulsoor,2.4,8.66,0,,0,,0,,258,15.54,4.8,3.6
2/9/2025,20:13:27,CNR7669256048,Success,CUST165449,Prime SUV,Richmond Town,Rajajinagar,2.58,11.74,0,,0,,0,,172,12.6,4.6,3.5
2/27/2025,18:53:51,CNR6522831412,Incomplete,CUST311468,Prime SUV,Lavelle Road,Banashankari,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/23/2025,4:42:41,CNR1314488808,Incomplete,CUST150082,eBike,Kadubeesanahalli,Yelahanka,0,0,0,,0,,1,Other Issue,0,0,0,0
2/7/2025,3:11:08,CNR5359844145,Success,CUST983987,Prime Sedan,Yelahanka,Banaswadi,3.53,4.96,0,,0,,0,,811,13.58,5,3.7
2/6/2025,13:49:54,CNR5788807847,Cancelled by Driver,CUST703757,Mini,BTM Layout,Hosakerehalli,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/26/2025,6:27:34,CNR4366194360,Success,CUST413243,Bike,Electronic City,Sadashivanagar,2.17,5.2,0,,0,,0,,951,21.08,3.7,4.5
2/20/2025,12:45:16,CNR2500183534,Success,CUST643818,Prime Sedan,Bommasandra,Hoodi,6.79,6.63,0,,0,,0,,252,23.45,4.3,3.6
2/2/2025,14:23:08,CNR8050465631,Success,CUST986797,Bike,HSR Layout,Kanakapura Road,8.94,9.89,0,,0,,0,,226,23.45,3.9,5
2/24/2025,17:12:03,CNR5685501706,Success,CUST214509,Prime Plus,Domlur,Kadubeesanahalli,6.03,11.59,0,,0,,0,,825,28.63,4.2,4.5
2/5/2025,19:16:03,CNR2267653942,Cancelled by Driver,CUST453958,Prime Sedan,Frazer Town,Vasanth Nagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/6/2025,8:04:40,CNR1468189747,Success,CUST924561,eBike,BTM Layout,Rajajinagar,3.46,5.13,0,,0,,0,,815,8.62,4.6,4.8
2/20/2025,15:20:28,CNR4874664750,Cancelled by Driver,CUST909130,Mini,Bommanahalli,Nagawara,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/11/2025,17:01:45,CNR9334846527,Success,CUST539872,Prime Plus,Cunningham Road,Richmond Town,3.7,8.08,0,,0,,0,,235,21.39,4.1,3.6
2/16/2025,2:28:12,CNR1237917843,Incomplete,CUST319998,Prime SUV,Vasanth Nagar,Bommasandra,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/19/2025,2:42:47,CNR1772808481,Success,CUST489377,eBike,BTM Layout,Whitefield,2.03,8.97,0,,0,,0,,533,2.39,4,4.8
2/25/2025,11:59:51,CNR4454101973,Incomplete,CUST792923,Mini,Majestic,Bommanahalli,0,0,0,,0,,1,Other Issue,0,0,0,0
2/14/2025,1:58:23,CNR9527430857,Success,CUST211692,Auto,Bommasandra,Kammanahalli,3.59,11.47,0,,0,,0,,486,22.03,4.5,4.1
2/7/2025,22:40:56,CNR1384935529,Success,CUST680442,Mini,Malleshwaram,MG Road,3.5,5.24,0,,0,,0,,738,10.79,4.2,4.3
2/11/2025,17:20:30,CNR6353265304,Success,CUST143345,Prime Sedan,Marathahalli,Banaswadi,9.04,9.43,0,,0,,0,,722,2.19,5,4.9
2/10/2025,19:16:26,CNR8613580034,Success,CUST680851,Bike,Vijayanagar,Cunningham Road,9.21,8.32,0,,0,,0,,112,8.11,4.9,4.9
2/22/2025,20:13:44,CNR9188113306,Success,CUST357621,Prime Sedan,Kammanahalli,Whitefield,7.58,14.35,0,,0,,0,,299,9.05,4.7,4.3
2/11/2025,0:44:01,CNR9902841376,Success,CUST952362,Bike,Kanakapura Road,Yelahanka,9.75,8.6,0,,0,,0,,185,16.66,4.8,4.4
2/2/2025,11:53:48,CNR7333687689,Cancelled by Customer,CUST244821,Auto,Banaswadi,Ulsoor,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/16/2025,16:16:08,CNR9543038859,Success,CUST300066,Prime Plus,HSR Layout,Bommasandra,2.01,5.89,0,,0,,0,,145,11.51,3.9,3.8
2/7/2025,19:12:36,CNR1189029895,Success,CUST821936,eBike,Kaggadasapura,Sahakar Nagar,9.06,12.51,0,,0,,0,,493,4.24,5,4.9
2/26/2025,22:42:44,CNR6435640894,Success,CUST117894,Prime SUV,Lavelle Road,Rajajinagar,8.28,7.37,0,,0,,0,,139,17.1,3.6,5
2/28/2025,5:26:45,CNR4334236585,Incomplete,CUST420803,Mini,Electronic City,Nagawara,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/5/2025,11:05:01,CNR2512716629,Cancelled by Customer,CUST796077,Prime Sedan,Ulsoor,Vasanth Nagar,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/17/2025,8:36:18,CNR3918782069,Success,CUST164528,Prime Plus,Frazer Town,Indiranagar,3.67,11.62,0,,0,,0,,288,11.98,4.8,3.9
2/6/2025,19:21:29,CNR5075218791,Success,CUST990520,Prime Plus,Jayanagar,Hoodi,2.43,11.03,0,,0,,0,,827,4.85,4.1,3.9
2/13/2025,9:30:48,CNR6141966969,Cancelled by Customer,CUST859544,Bike,Vijayanagar,Hennur,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/6/2025,11:16:45,CNR2861601491,Success,CUST301970,Prime Plus,Majestic,Electronic City,5.18,6.59,0,,0,,0,,241,6.91,4.2,3.5
2/28/2025,22:09:18,CNR4474916338,Success,CUST747168,Bike,Lavelle Road,MG Road,5.58,5.06,0,,0,,0,,890,10.38,4.6,4.6
2/27/2025,15:58:55,CNR3517373175,Success,CUST164974,Bike,Lavelle Road,Indiranagar,4.94,13.81,0,,0,,0,,706,28.67,4.2,4.4
2/10/2025,4:47:43,CNR3165780944,Success,CUST202797,Prime SUV,Yelahanka,Basavanagudi,3.14,13.25,0,,0,,0,,315,29.6,4.3,4.2
2/11/2025,22:37:23,CNR7347604206,Success,CUST858643,Mini,Sadashivanagar,Banashankari,3.9,7.18,0,,0,,0,,412,19.16,4.5,3.9
2/22/2025,0:53:16,CNR7620584637,Success,CUST709286,eBike,Indiranagar,Hoodi,4.02,12.76,0,,0,,0,,664,28.2,4.9,4.7
2/8/2025,22:52:57,CNR6741564724,Cancelled by Driver,CUST422274,Prime Plus,JP Nagar,Frazer Town,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/8/2025,16:18:47,CNR6008754188,Success,CUST301218,Prime Sedan,Girinagar,Frazer Town,9.88,9.12,0,,0,,0,,875,7.45,3.6,4.8
2/7/2025,21:35:57,CNR9898115878,Cancelled by Driver,CUST305516,Bike,Marathahalli,Marathahalli,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/16/2025,4:47:47,CNR2343736713,Success,CUST569508,Mini,Kammanahalli,Jakkur,8.32,10.08,0,,0,,0,,2511,3.11,3.9,3.6
2/3/2025,9:33:48,CNR8759100770,Cancelled by Customer,CUST672036,Bike,Girinagar,Sadashivanagar,0,0,1,AC is not working,0,,0,,0,0,0,0
2/1/2025,18:49:58,CNR3098703840,Cancelled by Driver,CUST500992,Auto,Basaveshwaranagar,RT Nagar,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/16/2025,4:27:28,CNR9234531060,Success,CUST411251,Prime Plus,HBR Layout,Malleshwaram,6.98,12.67,0,,0,,0,,823,23.31,3.9,5
2/14/2025,4:44:43,CNR5900278663,Success,CUST385506,Bike,Kaggadasapura,Jayanagar,3.39,5.48,0,,0,,0,,307,13.64,4.3,5
2/8/2025,13:33:56,CNR6550484131,Incomplete,CUST101786,eBike,Ulsoor,Bommasandra,0,0,0,,0,,1,Other Issue,0,0,0,0
2/24/2025,1:27:41,CNR9965587456,Success,CUST533366,Prime Plus,Cunningham Road,Cunningham Road,9.06,4.82,0,,0,,0,,191,7.28,3.8,4.1
2/19/2025,8:26:35,CNR7543558183,Cancelled by Driver,CUST608936,Prime Plus,Girinagar,Bommanahalli,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/10/2025,3:33:56,CNR4336673835,Success,CUST498346,Prime SUV,Bommanahalli,Ulsoor,7,12.03,0,,0,,0,,686,22.81,3.9,4.5
2/18/2025,12:51:58,CNR7208173607,Success,CUST756681,eBike,Hoodi,Basaveshwaranagar,6.02,7.49,0,,0,,0,,239,16.02,4.1,4.2
2/27/2025,8:55:21,CNR9832399370,Success,CUST910615,Bike,Marathahalli,Kanakapura Road,9.03,4.16,0,,0,,0,,114,7.69,4.5,4.1
2/27/2025,4:37:10,CNR9933952658,Success,CUST287872,Prime Sedan,Banaswadi,Banashankari,9.35,3.76,0,,0,,0,,297,9.1,4.4,4.6
2/7/2025,19:22:17,CNR9890784641,Success,CUST521311,Bike,Banashankari,Kadubeesanahalli,3.05,9.08,0,,0,,0,,570,12.35,4.7,4.4
2/10/2025,15:48:51,CNR7000309605,Success,CUST282442,eBike,Lavelle Road,Vijayanagar,6.94,10.26,0,,0,,0,,408,15.56,5,4.3
2/13/2025,0:42:57,CNR5133532846,Success,CUST447430,Mini,Frazer Town,Basavanagudi,6.15,9.4,0,,0,,0,,513,23.82,4.5,3.6
2/18/2025,10:02:00,CNR5553713356,Success,CUST598775,Prime SUV,Hosakerehalli,Majestic,6.79,13.11,0,,0,,0,,527,2.01,4.9,3.5
2/17/2025,7:29:02,CNR7155801378,Success,CUST354413,Prime SUV,HBR Layout,Cunningham Road,2.51,7.32,0,,0,,0,,101,24.02,4.8,4.5
2/11/2025,6:35:33,CNR3057063236,Success,CUST466318,eBike,JP Nagar,Richmond Town,8.89,14.99,0,,0,,0,,107,5.07,4.2,4.4
2/24/2025,1:25:57,CNR2854629917,Cancelled by Driver,CUST721460,eBike,Vasanth Nagar,HSR Layout,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/7/2025,21:13:33,CNR7234932651,Success,CUST699542,eBike,Jakkur,MG Road,2.52,5.42,0,,0,,0,,1650,29.39,4.8,3.6
2/15/2025,0:01:29,CNR9549518812,Success,CUST557643,Mini,Vasanth Nagar,Vijayanagar,8.48,8.52,0,,0,,0,,326,7.94,3.7,3.6
2/28/2025,6:53:23,CNR5477891071,Cancelled by Driver,CUST992059,Mini,Bellandur,BTM Layout,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/20/2025,11:26:59,CNR3444536092,Cancelled by Driver,CUST469697,eBike,Hulimavu,Frazer Town,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/11/2025,5:35:45,CNR7377632041,Success,CUST247761,Prime SUV,Frazer Town,Banashankari,6.75,5.83,0,,0,,0,,573,23.14,4.6,3.8
2/12/2025,21:26:13,CNR9585555341,Success,CUST832150,Bike,Hulimavu,Bellandur,5.8,10.16,0,,0,,0,,266,14.51,3.8,3.6
2/17/2025,20:10:29,CNR9594168863,Success,CUST496094,Auto,Richmond Town,Rajajinagar,5.69,8.35,0,,0,,0,,163,6.23,4.7,4.2
2/28/2025,1:33:25,CNR4710670393,Success,CUST792716,Prime SUV,Kengeri,Indiranagar,8.15,5.97,0,,0,,0,,325,11.18,4.3,4
2/26/2025,3:55:57,CNR4947281468,Success,CUST601625,Prime SUV,Hebbal,MG Road,7.76,6.93,0,,0,,0,,353,20.09,4.5,4.4
2/15/2025,6:44:07,CNR2775428712,Success,CUST416613,Prime SUV,Hosakerehalli,Richmond Town,9.97,6.44,0,,0,,0,,656,10.67,4.4,4.4
2/15/2025,22:58:07,CNR5909095214,Success,CUST745984,Auto,Ulsoor,Girinagar,5.18,3.71,0,,0,,0,,310,20.24,4.6,4.4
2/8/2025,4:35:23,CNR4950077353,Success,CUST451781,Prime Sedan,Kaggadasapura,Kammanahalli,3.69,13.2,0,,0,,0,,197,10.31,4.3,4.9
2/3/2025,16:05:31,CNR4176415337,Cancelled by Driver,CUST529739,Bike,Ulsoor,Frazer Town,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/8/2025,7:06:52,CNR2670962008,Success,CUST705254,eBike,MG Road,Kadubeesanahalli,5.37,4.76,0,,0,,0,,114,29.37,4.6,3.9
2/8/2025,11:16:15,CNR6826569959,Cancelled by Customer,CUST529910,Auto,Banaswadi,KR Puram,0,0,1,Driver is not moving towards pickup location,0,,0,,0,0,0,0
2/17/2025,15:30:58,CNR9640117437,Success,CUST132384,Prime Sedan,Cunningham Road,Electronic City,9.26,11.06,0,,0,,0,,273,17.25,4.6,3.6
2/16/2025,1:21:25,CNR4356776146,Success,CUST623410,Bike,Kadubeesanahalli,BTM Layout,6.91,6.18,0,,0,,0,,146,5.02,4.6,4.8
2/24/2025,16:26:40,CNR8464296857,Success,CUST281295,Prime SUV,Sadashivanagar,Kaggadasapura,4.09,9.17,0,,0,,0,,226,9.71,4.7,4.3
2/18/2025,5:38:44,CNR2623313720,Cancelled by Driver,CUST648452,Mini,Girinagar,Kammanahalli,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/22/2025,13:18:25,CNR3984625279,Cancelled by Driver,CUST758733,Prime SUV,BTM Layout,Hosakerehalli,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/16/2025,13:42:49,CNR6898382845,Success,CUST347374,Auto,Sahakar Nagar,BTM Layout,9.26,6.59,0,,0,,0,,601,10.3,3.8,4.4
2/19/2025,5:58:54,CNR1437981377,Success,CUST249663,Auto,Electronic City,Majestic,8.09,7.71,0,,0,,0,,422,20.24,3.9,3.7
2/1/2025,1:38:50,CNR6521144370,Success,CUST420467,Mini,Bommanahalli,Hebbal,9.14,14.48,0,,0,,0,,678,28.92,4.1,4.3
2/19/2025,2:03:18,CNR7634267729,Success,CUST560289,Bike,HBR Layout,Nagawara,8.51,10.23,0,,0,,0,,105,17.02,4.1,3.6
2/10/2025,8:30:32,CNR8588576246,Incomplete,CUST358537,Auto,Whitefield,Hulimavu,0,0,0,,0,,1,Customer Demand,0,0,0,0
2/6/2025,6:54:31,CNR5905467072,Cancelled by Driver,CUST765141,Mini,Lavelle Road,Jayanagar,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/28/2025,5:50:58,CNR6336745040,Success,CUST621760,Mini,HBR Layout,Girinagar,8.74,3.85,0,,0,,0,,770,25.92,3.6,4.9
2/2/2025,21:15:34,CNR8499501700,Success,CUST668611,eBike,Jayanagar,Hulimavu,3.3,12.47,0,,0,,0,,735,2.69,3.9,3.6
2/25/2025,11:12:22,CNR6178919987,Cancelled by Driver,CUST492855,Bike,Hosakerehalli,JP Nagar,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/22/2025,15:06:27,CNR8964938263,Success,CUST718412,Prime SUV,Indiranagar,BTM Layout,6.29,14.48,0,,0,,0,,304,2.81,4,4.1
2/12/2025,9:00:42,CNR9766172442,Incomplete,CUST409598,Prime SUV,Marathahalli,HSR Layout,0,0,0,,0,,1,Other Issue,0,0,0,0
2/24/2025,20:49:16,CNR7715076545,Success,CUST178672,Mini,Cunningham Road,Hebbal,9.08,10.92,0,,0,,0,,303,23.52,4.2,4.2
2/6/2025,6:14:31,CNR3734126416,Success,CUST943740,Bike,Bommanahalli,Sarjapur,8.89,3.88,0,,0,,0,,194,29.57,4.2,4.2
2/2/2025,0:59:48,CNR7247034193,Success,CUST273039,Bike,Banashankari,Richmond Town,4.47,7.48,0,,0,,0,,432,29,4.9,3.8
2/4/2025,6:21:53,CNR6016161325,Cancelled by Customer,CUST866470,Auto,Kammanahalli,Kaggadasapura,0,0,1,Driver asked to cancel,0,,0,,0,0,0,0
2/2/2025,22:14:56,CNR3007811756,Success,CUST362218,Mini,BTM Layout,Basaveshwaranagar,2.33,7.54,0,,0,,0,,2477,5.98,4.6,4
2/24/2025,7:26:03,CNR6418724064,Success,CUST346494,Prime SUV,Malleshwaram,Rajajinagar,8.22,3.2,0,,0,,0,,129,26.73,3.7,3.6
2/20/2025,23:01:32,CNR1290791177,Success,CUST386873,Prime Plus,Majestic,Ulsoor,7.74,13.25,0,,0,,0,,398,17.24,4.1,5
2/13/2025,23:26:18,CNR8856029548,Incomplete,CUST283739,Bike,JP Nagar,Yelahanka,0,0,0,,0,,1,Other Issue,0,0,0,0
2/19/2025,1:44:29,CNR7884094500,Cancelled by Driver,CUST163179,Bike,Bommanahalli,Kaggadasapura,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/1/2025,23:11:26,CNR1277376466,Success,CUST245023,Auto,Marathahalli,Electronic City,4.6,7.82,0,,0,,0,,393,23.32,3.8,4.2
2/12/2025,16:57:10,CNR8969447722,Success,CUST446758,Prime SUV,Hennur,Hoodi,5.26,8.18,0,,0,,0,,300,12.06,4.4,4.8
2/3/2025,5:00:01,CNR2073955135,Cancelled by Driver,CUST554013,eBike,Richmond Town,Malleshwaram,0,0,0,,1,Customer related issue,0,,0,0,0,0
2/20/2025,7:46:05,CNR6911460766,Success,CUST514825,Prime Sedan,Kanakapura Road,RT Nagar,8.83,12.61,0,,0,,0,,780,19.24,4.9,3.6
2/4/2025,0:42:03,CNR6423033148,Incomplete,CUST453350,Prime Sedan,Bannerghatta Road,Yelahanka,0,0,0,,0,,1,Vehicle Breakdown,0,0,0,0
2/20/2025,21:53:26,CNR9857597012,Success,CUST702327,Prime Sedan,BTM Layout,Hosakerehalli,4.88,4.51,0,,0,,0,,179,6.75,4.6,5
2/18/2025,23:32:20,CNR3881949423,Success,CUST435783,Prime Plus,Marathahalli,Malleshwaram,6.91,3.77,0,,0,,0,,232,13.31,4.6,4.6
2/7/2025,22:54:32,CNR2419360367,Cancelled by Driver,CUST192380,Auto,Ulsoor,Sahakar Nagar,0,0,0,,1,More than permitted people in there,0,,0,0,0,0
2/21/2025,4:46:08,CNR9490431556,Success,CUST993385,Prime Plus,Domlur,Bellandur,6.17,6.84,0,,0,,0,,399,7.01,3.9,4.8
2/2/2025,11:28:41,CNR5803343218,Cancelled by Driver,CUST382607,Auto,Richmond Town,Kadubeesanahalli,0,0,0,,1,Personal & Car related issues,0,,0,0,0,0
2/4/2025,17:04:48,CNR9918348408,Success,CUST467609,Prime Plus,Vasanth Nagar,Hoodi,9.46,7.88,0,,0,,0,,890,29.46,4.9,4.5
2/26/2025,10:40:04,CNR1148518440,Cancelled by Driver,CUST993112,Prime SUV,Vasanth Nagar,HBR Layout,0,0,0,,1,The customer was coughing/sick,0,,0,0,0,0
2/13/2025,12:58:47,CNR5232116909,Success,CUST890120,eBike,Frazer Town,Hulimavu,3.47,14.57,0,,0,,0,,444,12.79,4.6,4.8
